grid_position,quali_position,round,year,driver_points_before,driver_position_before,driver_wins_before,driver_age,driver_nationality,constructor_nationality,constructor_position_before,driver_historical_dnf_rate,pit_stops,podium
4.0,4.0,1,2007,18.0,2.0,0.0,22.205479452054796,British,British,8.0,0.0,2.0,1
4.0,4.0,2,2007,6.0,3.0,0.0,22.263013698630136,British,British,11.0,0.0,2.0,1
2.0,2.0,3,2007,98.0,1.0,0.0,22.28219178082192,British,British,2.0,0.0,2.0,1
4.0,4.0,4,2007,14.0,3.0,0.0,22.35890410958904,British,British,11.0,0.0,2.0,1
2.0,2.0,5,2007,30.0,1.0,0.0,22.397260273972602,British,British,11.0,0.0,2.0,1
1.0,1.0,6,2007,38.0,2.0,0.0,22.435616438356163,British,British,11.0,0.0,2.0,1
1.0,1.0,7,2007,48.0,1.0,1.0,22.454794520547946,British,British,11.0,0.0,2.0,1
2.0,2.0,8,2007,58.0,1.0,2.0,22.493150684931507,British,British,11.0,0.0,3.0,1
1.0,1.0,9,2007,64.0,1.0,2.0,22.512328767123286,British,British,11.0,0.0,2.0,1
10.0,10.0,10,2007,70.0,1.0,2.0,22.55068493150685,British,British,11.0,0.0,4.0,0
1.0,2.0,11,2007,70.0,1.0,2.0,22.589041095890412,British,British,11.0,0.1,2.0,1
2.0,2.0,12,2007,80.0,1.0,3.0,22.646575342465752,British,British,11.0,0.09090909090909091,2.0,0
2.0,2.0,13,2007,84.0,1.0,3.0,22.684931506849313,British,British,11.0,0.08333333333333333,2.0,1
4.0,4.0,14,2007,92.0,1.0,3.0,22.704109589041096,British,British,11.0,0.07692307692307693,2.0,0
1.0,1.0,15,2007,97.0,1.0,3.0,22.742465753424657,British,British,11.0,0.07142857142857142,1.0,1
1.0,1.0,16,2007,107.0,1.0,4.0,22.76164383561644,British,British,11.0,0.06666666666666667,1.0,0
2.0,2.0,17,2007,107.0,1.0,4.0,22.8,British,British,11.0,0.125,3.0,0
1.0,1.0,1,2008,0.0,0.0,4.0,23.202739726027396,British,British,0.0,0.17647058823529413,2.0,1
9.0,4.0,2,2008,10.0,1.0,5.0,23.221917808219178,British,British,1.0,0.16666666666666666,2.0,0
3.0,3.0,3,2008,14.0,1.0,5.0,23.26027397260274,British,British,1.0,0.15789473684210525,2.0,0
5.0,5.0,4,2008,14.0,3.0,5.0,23.317808219178083,British,British,3.0,0.2,2.0,1
3.0,3.0,5,2008,20.0,2.0,5.0,23.356164383561644,British,British,3.0,0.19047619047619047,3.0,1
3.0,3.0,6,2008,28.0,3.0,5.0,23.394520547945206,British,British,3.0,0.18181818181818182,2.0,1
1.0,1.0,7,2008,38.0,1.0,6.0,23.432876712328767,British,British,2.0,0.17391304347826086,1.0,0
13.0,3.0,8,2008,38.0,2.0,6.0,23.471232876712328,British,British,3.0,0.20833333333333334,3.0,0
4.0,4.0,9,2008,38.0,4.0,6.0,23.50958904109589,British,British,3.0,0.2,2.0,1
1.0,1.0,10,2008,48.0,1.0,7.0,23.54794520547945,British,British,3.0,0.19230769230769232,1.0,1
1.0,1.0,11,2008,58.0,1.0,8.0,23.586301369863012,British,British,3.0,0.18518518518518517,2.0,0
2.0,2.0,12,2008,62.0,1.0,8.0,23.643835616438356,British,British,2.0,0.17857142857142858,2.0,1
1.0,1.0,13,2008,70.0,1.0,8.0,23.682191780821917,British,British,2.0,0.1724137931034483,2.0,1
15.0,15.0,14,2008,76.0,1.0,8.0,23.7013698630137,British,British,2.0,0.16666666666666666,2.0,0
2.0,2.0,15,2008,78.0,1.0,8.0,23.73972602739726,British,British,2.0,0.16129032258064516,2.0,1
1.0,1.0,16,2008,84.0,1.0,8.0,23.778082191780822,British,British,1.0,0.15625,3.0,0
1.0,1.0,17,2008,84.0,1.0,8.0,23.797260273972604,British,British,2.0,0.15151515151515152,2.0,1
4.0,4.0,18,2008,94.0,1.0,9.0,23.835616438356166,British,British,2.0,0.14705882352941177,3.0,0
18.0,15.0,1,2009,0.0,0.0,9.0,24.23835616438356,British,British,0.0,0.14285714285714285,2.0,0
12.0,13.0,2,2009,109.0,2.0,9.0,24.257534246575343,British,British,1.0,0.16666666666666666,3.0,0
9.0,9.0,3,2009,1.0,10.0,9.0,24.295890410958904,British,British,1.0,0.16216216216216217,1.0,0
5.0,5.0,4,2009,4.0,10.0,9.0,24.315068493150687,British,British,4.0,0.15789473684210525,2.0,0
14.0,14.0,5,2009,9.0,7.0,9.0,24.353424657534248,British,British,4.0,0.15384615384615385,2.0,0
19.0,16.0,6,2009,9.0,7.0,9.0,24.39178082191781,British,British,4.0,0.175,2.0,0
16.0,16.0,7,2009,9.0,9.0,9.0,24.43013698630137,British,British,5.0,0.1951219512195122,1.0,0
18.0,19.0,8,2009,9.0,11.0,9.0,24.46849315068493,British,British,5.0,0.19047619047619047,2.0,0
5.0,5.0,9,2009,9.0,11.0,9.0,24.526027397260275,British,British,6.0,0.20930232558139536,2.0,0
4.0,4.0,10,2009,9.0,11.0,9.0,24.564383561643837,British,British,6.0,0.22727272727272727,2.0,1
1.0,1.0,11,2009,19.0,8.0,10.0,24.64109589041096,British,British,5.0,0.2222222222222222,2.0,1
12.0,12.0,12,2009,27.0,6.0,10.0,24.660273972602738,British,British,4.0,0.21739130434782608,,0
1.0,1.0,13,2009,27.0,7.0,10.0,24.698630136986303,British,British,4.0,0.23404255319148937,2.0,0
1.0,1.0,14,2009,27.0,7.0,10.0,24.736986301369864,British,British,4.0,0.25,2.0,1
3.0,3.0,15,2009,37.0,6.0,11.0,24.756164383561643,British,British,4.0,0.24489795918367346,2.0,1
17.0,18.0,16,2009,43.0,6.0,11.0,24.794520547945204,British,British,4.0,0.24,2.0,1
1.0,1.0,17,2009,49.0,5.0,11.0,24.832876712328765,British,British,6.0,0.23529411764705882,1.0,0
4.0,4.0,1,2010,49.0,5.0,11.0,25.197260273972603,British,British,7.0,0.25,1.0,1
11.0,11.0,2,2010,15.0,3.0,11.0,25.235616438356164,British,British,2.0,0.24528301886792453,2.0,0
20.0,20.0,3,2010,23.0,4.0,11.0,25.254794520547946,British,British,2.0,0.24074074074074073,1.0,0
6.0,6.0,4,2010,31.0,6.0,11.0,25.293150684931508,British,British,2.0,0.23636363636363636,4.0,1
3.0,3.0,5,2010,49.0,4.0,11.0,25.350684931506848,British,British,1.0,0.23214285714285715,1.0,0
5.0,5.0,6,2010,49.0,6.0,11.0,25.36986301369863,British,British,1.0,0.24561403508771928,1.0,0
2.0,2.0,7,2010,59.0,7.0,11.0,25.40821917808219,British,British,3.0,0.2413793103448276,1.0,1
1.0,1.0,8,2010,84.0,3.0,12.0,25.446575342465753,British,British,1.0,0.23728813559322035,2.0,1
3.0,3.0,9,2010,109.0,1.0,13.0,25.484931506849314,British,British,1.0,0.23333333333333334,2.0,1
4.0,4.0,10,2010,127.0,1.0,13.0,25.523287671232875,British,British,1.0,0.22950819672131148,1.0,1
6.0,6.0,11,2010,145.0,1.0,13.0,25.561643835616437,British,British,1.0,0.22580645161290322,1.0,0
5.0,5.0,12,2010,157.0,1.0,13.0,25.58082191780822,British,British,1.0,0.2222222222222222,1.0,0
2.0,2.0,13,2010,157.0,2.0,13.0,25.65753424657534,British,British,2.0,0.234375,2.0,1
5.0,5.0,14,2010,182.0,1.0,14.0,25.695890410958903,British,British,2.0,0.23076923076923078,,0
3.0,3.0,15,2010,182.0,2.0,14.0,25.734246575342464,British,British,2.0,0.24242424242424243,1.0,0
8.0,3.0,16,2010,182.0,3.0,14.0,25.77260273972603,British,British,2.0,0.2537313432835821,1.0,0
4.0,4.0,17,2010,192.0,4.0,14.0,25.81095890410959,British,British,2.0,0.25,1.0,1
4.0,4.0,18,2010,210.0,3.0,14.0,25.84931506849315,British,British,2.0,0.2463768115942029,2.0,0
2.0,2.0,19,2010,222.0,4.0,14.0,25.86849315068493,British,British,2.0,0.24285714285714285,1.0,1
2.0,2.0,1,2011,22.0,3.0,14.0,26.232876712328768,British,British,2.0,0.23943661971830985,2.0,1
2.0,2.0,2,2011,240.0,4.0,14.0,26.27123287671233,British,British,2.0,0.2361111111111111,4.0,0
3.0,3.0,3,2011,18.0,2.0,14.0,26.29041095890411,British,British,2.0,0.2328767123287671,3.0,1
4.0,4.0,4,2011,47.0,2.0,15.0,26.34794520547945,British,British,2.0,0.22972972972972974,4.0,0
3.0,3.0,5,2011,59.0,2.0,15.0,26.386301369863013,British,British,2.0,0.22666666666666666,4.0,1
9.0,7.0,6,2011,77.0,2.0,15.0,26.405479452054795,British,British,2.0,0.2236842105263158,3.0,0
5.0,5.0,7,2011,85.0,2.0,15.0,26.443835616438356,British,British,2.0,0.22077922077922077,,0
3.0,3.0,8,2011,85.0,4.0,15.0,26.482191780821918,British,British,2.0,0.23076923076923078,3.0,0
10.0,10.0,9,2011,97.0,4.0,15.0,26.52054794520548,British,British,2.0,0.22784810126582278,3.0,0
2.0,2.0,10,2011,109.0,4.0,15.0,26.55890410958904,British,British,2.0,0.225,3.0,1
2.0,2.0,11,2011,134.0,3.0,16.0,26.578082191780823,British,British,2.0,0.2222222222222222,6.0,0
2.0,2.0,12,2011,146.0,3.0,16.0,26.654794520547945,British,British,2.0,0.21951219512195122,1.0,0
2.0,2.0,13,2011,146.0,5.0,16.0,26.693150684931506,British,British,2.0,0.2289156626506024,2.0,0
4.0,4.0,14,2011,158.0,5.0,16.0,26.731506849315068,British,British,2.0,0.2261904761904762,5.0,0
3.0,3.0,15,2011,168.0,5.0,16.0,26.76986301369863,British,British,2.0,0.2235294117647059,3.0,0
1.0,1.0,16,2011,178.0,5.0,16.0,26.78904109589041,British,British,2.0,0.22093023255813954,2.0,1
5.0,2.0,17,2011,196.0,5.0,16.0,26.827397260273973,British,British,2.0,0.21839080459770116,3.0,0
2.0,2.0,18,2011,202.0,5.0,16.0,26.865753424657534,British,British,2.0,0.2159090909090909,2.0,1
4.0,4.0,19,2011,227.0,5.0,17.0,26.904109589041095,British,British,2.0,0.21348314606741572,3.0,0
1.0,1.0,1,2012,227.0,5.0,17.0,27.21095890410959,British,British,2.0,0.2222222222222222,2.0,1
1.0,1.0,2,2012,15.0,3.0,17.0,27.23013698630137,British,British,1.0,0.21978021978021978,3.0,1
7.0,2.0,3,2012,30.0,2.0,17.0,27.28767123287671,British,British,1.0,0.21739130434782608,3.0,1
2.0,2.0,4,2012,45.0,1.0,17.0,27.306849315068494,British,British,2.0,0.21505376344086022,3.0,0
24.0,1.0,5,2012,49.0,2.0,17.0,27.364383561643837,British,British,1.0,0.2127659574468085,2.0,0
3.0,4.0,6,2012,53.0,3.0,17.0,27.4027397260274,British,British,2.0,0.21052631578947367,1.0,0
2.0,2.0,7,2012,63.0,4.0,17.0,27.44109589041096,British,British,2.0,0.20833333333333334,2.0,1
2.0,2.0,8,2012,88.0,1.0,18.0,27.47945205479452,British,British,2.0,0.20618556701030927,2.0,0
8.0,8.0,9,2012,88.0,3.0,18.0,27.517808219178082,British,British,2.0,0.21428571428571427,2.0,0
7.0,8.0,10,2012,117.0,4.0,18.0,27.556164383561644,British,British,4.0,0.21212121212121213,3.0,0
1.0,1.0,11,2012,92.0,4.0,18.0,27.575342465753426,British,British,2.0,0.22,2.0,1
7.0,8.0,12,2012,92.0,5.0,19.0,27.671232876712327,British,British,3.0,0.21782178217821782,,0
1.0,1.0,13,2012,117.0,5.0,19.0,27.69041095890411,British,British,2.0,0.22549019607843138,1.0,1
1.0,1.0,14,2012,152.0,4.0,20.0,27.72876712328767,British,British,2.0,0.22330097087378642,1.0,0
9.0,9.0,15,2012,142.0,2.0,20.0,27.767123287671232,British,British,2.0,0.23076923076923078,2.0,0
3.0,3.0,16,2012,142.0,4.0,20.0,27.786301369863015,British,British,2.0,0.22857142857142856,3.0,0
3.0,3.0,17,2012,153.0,4.0,20.0,27.824657534246576,British,British,3.0,0.22641509433962265,1.0,0
1.0,1.0,18,2012,165.0,5.0,20.0,27.843835616438355,British,British,3.0,0.22429906542056074,,0
2.0,2.0,19,2012,165.0,5.0,20.0,27.882191780821916,British,British,3.0,0.23148148148148148,1.0,1
1.0,1.0,20,2012,190.0,4.0,21.0,27.9013698630137,British,British,3.0,0.22935779816513763,2.0,0
3.0,3.0,1,2013,190.0,4.0,21.0,28.208219178082192,British,German,5.0,0.23636363636363636,3.0,0
4.0,4.0,2,2013,10.0,5.0,21.0,28.22739726027397,British,German,4.0,0.23423423423423423,4.0,1
1.0,1.0,3,2013,25.0,4.0,21.0,28.284931506849315,British,German,4.0,0.23214285714285715,3.0,1
9.0,4.0,4,2013,40.0,4.0,21.0,28.304109589041097,British,German,4.0,0.23008849557522124,3.0,0
2.0,2.0,5,2013,50.0,3.0,21.0,28.361643835616437,British,German,4.0,0.22807017543859648,4.0,0
2.0,2.0,6,2013,50.0,4.0,21.0,28.4,British,German,4.0,0.23478260869565218,1.0,0
2.0,2.0,7,2013,62.0,4.0,21.0,28.438356164383563,British,German,4.0,0.23275862068965517,2.0,1
1.0,1.0,8,2013,77.0,4.0,21.0,28.495890410958904,British,German,3.0,0.23076923076923078,2.0,0
1.0,1.0,9,2013,89.0,4.0,21.0,28.515068493150686,British,German,2.0,0.2288135593220339,3.0,0
1.0,1.0,10,2013,99.0,4.0,21.0,28.572602739726026,British,German,2.0,0.226890756302521,3.0,1
1.0,1.0,11,2013,124.0,4.0,22.0,28.649315068493152,British,German,2.0,0.225,2.0,1
12.0,12.0,12,2013,139.0,3.0,22.0,28.687671232876713,British,German,3.0,0.2231404958677686,2.0,0
5.0,5.0,13,2013,141.0,3.0,22.0,28.726027397260275,British,German,2.0,0.22131147540983606,2.0,0
2.0,2.0,14,2013,151.0,3.0,22.0,28.764383561643836,British,German,3.0,0.21951219512195122,2.0,0
3.0,3.0,15,2013,161.0,4.0,22.0,28.783561643835615,British,German,3.0,0.21774193548387097,1.0,0
3.0,3.0,16,2013,161.0,4.0,22.0,28.82191780821918,British,German,3.0,0.224,2.0,0
4.0,4.0,17,2013,169.0,4.0,22.0,28.84109589041096,British,German,2.0,0.2222222222222222,2.0,0
5.0,5.0,18,2013,175.0,4.0,22.0,28.87945205479452,British,German,2.0,0.2204724409448819,1.0,0
5.0,5.0,19,2013,187.0,3.0,22.0,28.898630136986302,British,German,2.0,0.21875,3.0,0
1.0,1.0,1,2014,189.0,4.0,22.0,29.205479452054796,British,German,1.0,0.21705426356589147,,0
1.0,1.0,2,2014,0.0,19.0,22.0,29.243835616438357,British,German,2.0,0.2230769230769231,3.0,1
2.0,2.0,3,2014,25.0,2.0,23.0,29.263013698630136,British,German,2.0,0.22137404580152673,2.0,1
1.0,1.0,4,2014,50.0,2.0,24.0,29.301369863013697,British,German,1.0,0.2196969696969697,2.0,1
1.0,1.0,5,2014,75.0,2.0,25.0,29.35890410958904,British,German,1.0,0.21804511278195488,2.0,1
2.0,2.0,6,2014,100.0,1.0,26.0,29.397260273972602,British,German,1.0,0.21641791044776118,1.0,1
2.0,2.0,7,2014,118.0,2.0,26.0,29.435616438356163,British,German,1.0,0.21481481481481482,2.0,0
9.0,9.0,8,2014,118.0,2.0,26.0,29.473972602739725,British,German,1.0,0.22058823529411764,2.0,1
6.0,6.0,9,2014,136.0,2.0,26.0,29.512328767123286,British,German,1.0,0.21897810218978103,2.0,1
20.0,16.0,10,2014,161.0,2.0,27.0,29.55068493150685,British,German,1.0,0.21739130434782608,3.0,1
22.0,21.0,11,2014,176.0,2.0,27.0,29.56986301369863,British,German,1.0,0.2158273381294964,2.0,1
2.0,2.0,12,2014,191.0,2.0,27.0,29.646575342465752,British,German,1.0,0.21428571428571427,3.0,0
1.0,1.0,13,2014,191.0,2.0,27.0,29.684931506849313,British,German,1.0,0.2198581560283688,1.0,1
1.0,1.0,14,2014,216.0,2.0,28.0,29.723287671232878,British,German,1.0,0.21830985915492956,3.0,1
2.0,2.0,15,2014,241.0,1.0,29.0,29.76164383561644,British,German,1.0,0.21678321678321677,3.0,1
1.0,1.0,16,2014,266.0,1.0,30.0,29.78082191780822,British,German,1.0,0.2152777777777778,1.0,1
2.0,2.0,17,2014,291.0,1.0,31.0,29.838356164383562,British,German,1.0,0.21379310344827587,2.0,1
2.0,2.0,18,2014,316.0,1.0,32.0,29.85753424657534,British,German,1.0,0.21232876712328766,3.0,1
2.0,2.0,19,2014,334.0,1.0,32.0,29.895890410958906,British,German,1.0,0.2108843537414966,2.0,1
1.0,1.0,1,2015,169.0,1.0,33.0,30.202739726027396,British,German,1.0,0.20945945945945946,1.0,1
1.0,1.0,2,2015,25.0,1.0,34.0,30.24109589041096,British,German,1.0,0.2080536912751678,3.0,1
1.0,1.0,3,2015,43.0,1.0,34.0,30.279452054794522,British,German,1.0,0.20666666666666667,2.0,1
1.0,1.0,4,2015,68.0,1.0,35.0,30.2986301369863,British,German,1.0,0.2052980132450331,2.0,1
2.0,2.0,5,2015,93.0,1.0,36.0,30.356164383561644,British,German,1.0,0.20394736842105263,3.0,1
1.0,1.0,6,2015,111.0,1.0,36.0,30.394520547945206,British,German,1.0,0.20261437908496732,2.0,1
1.0,1.0,7,2015,126.0,1.0,36.0,30.432876712328767,British,German,1.0,0.2012987012987013,1.0,1
1.0,1.0,8,2015,384.0,1.0,37.0,30.471232876712328,British,German,1.0,0.2,1.0,1
1.0,1.0,9,2015,151.0,1.0,37.0,30.50958904109589,British,German,1.0,0.1987179487179487,2.0,1
1.0,1.0,10,2015,194.0,1.0,38.0,30.567123287671233,British,German,1.0,0.19745222929936307,6.0,0
1.0,1.0,11,2015,202.0,1.0,38.0,30.643835616438356,British,German,1.0,0.1962025316455696,2.0,1
1.0,1.0,12,2015,227.0,1.0,39.0,30.682191780821917,British,German,1.0,0.1949685534591195,1.0,1
5.0,5.0,13,2015,252.0,1.0,40.0,30.720547945205478,British,German,1.0,0.19375,1.0,0
2.0,2.0,14,2015,252.0,1.0,40.0,30.73972602739726,British,German,1.0,0.19875776397515527,2.0,1
2.0,2.0,15,2015,327.0,1.0,41.0,30.778082191780822,British,German,1.0,0.19753086419753085,1.0,1
2.0,2.0,16,2015,277.0,1.0,42.0,30.816438356164383,British,German,1.0,0.19631901840490798,2.0,1
2.0,2.0,17,2015,302.0,1.0,43.0,30.835616438356166,British,German,1.0,0.1951219512195122,2.0,1
2.0,2.0,18,2015,345.0,1.0,43.0,30.873972602739727,British,German,1.0,0.19393939393939394,3.0,1
2.0,2.0,19,2015,363.0,1.0,43.0,30.912328767123288,British,German,1.0,0.1927710843373494,2.0,1
1.0,1.0,1,2016,117.0,2.0,43.0,31.21917808219178,British,German,1.0,0.19161676646706588,2.0,1
1.0,1.0,2,2016,18.0,2.0,43.0,31.257534246575343,British,German,1.0,0.19047619047619047,3.0,1
22.0,22.0,3,2016,33.0,2.0,43.0,31.295890410958904,British,German,1.0,0.1893491124260355,5.0,0
10.0,10.0,4,2016,39.0,2.0,43.0,31.334246575342465,British,German,1.0,0.18823529411764706,1.0,1
1.0,1.0,5,2016,57.0,2.0,43.0,31.372602739726027,British,German,1.0,0.1871345029239766,,0
3.0,3.0,6,2016,57.0,3.0,43.0,31.410958904109588,British,German,1.0,0.19186046511627908,1.0,1
1.0,1.0,7,2016,82.0,2.0,44.0,31.44931506849315,British,German,1.0,0.1907514450867052,1.0,1
10.0,10.0,8,2016,381.0,1.0,45.0,31.46849315068493,British,German,1.0,0.1896551724137931,1.0,0
1.0,1.0,9,2016,107.0,2.0,45.0,31.506849315068493,British,German,1.0,0.18857142857142858,4.0,1
1.0,1.0,10,2016,142.0,2.0,46.0,31.526027397260275,British,German,1.0,0.1875,2.0,1
2.0,2.0,11,2016,167.0,2.0,47.0,31.564383561643837,British,German,1.0,0.1864406779661017,2.0,1
2.0,2.0,12,2016,192.0,1.0,48.0,31.583561643835615,British,German,1.0,0.1853932584269663,3.0,1
21.0,21.0,13,2016,217.0,1.0,49.0,31.660273972602738,British,German,1.0,0.18435754189944134,3.0,1
1.0,1.0,14,2016,232.0,1.0,49.0,31.67945205479452,British,German,1.0,0.18333333333333332,1.0,1
3.0,3.0,15,2016,250.0,1.0,49.0,31.71780821917808,British,German,1.0,0.18232044198895028,4.0,1
1.0,1.0,16,2016,265.0,2.0,49.0,31.756164383561643,British,German,1.0,0.1813186813186813,1.0,0
2.0,2.0,17,2016,265.0,2.0,49.0,31.775342465753425,British,German,1.0,0.18579234972677597,2.0,1
1.0,1.0,18,2016,280.0,2.0,49.0,31.813698630136987,British,German,1.0,0.18478260869565216,2.0,1
1.0,1.0,19,2016,355.0,2.0,50.0,31.832876712328765,British,German,1.0,0.1837837837837838,1.0,1
1.0,1.0,20,2016,305.0,2.0,51.0,31.87123287671233,British,German,1.0,0.1827956989247312,2.0,1
1.0,1.0,21,2016,330.0,2.0,52.0,31.90958904109589,British,German,1.0,0.18181818181818182,2.0,1
1.0,1.0,1,2017,22.0,3.0,53.0,32.23561643835617,British,German,1.0,0.18085106382978725,1.0,1
1.0,1.0,2,2017,380.0,2.0,53.0,32.273972602739725,British,German,2.0,0.17989417989417988,4.0,1
2.0,2.0,3,2017,43.0,2.0,54.0,32.293150684931504,British,German,1.0,0.17894736842105263,2.0,1
4.0,4.0,4,2017,61.0,2.0,54.0,32.33150684931507,British,German,2.0,0.17801047120418848,1.0,0
1.0,1.0,5,2017,73.0,2.0,54.0,32.36986301369863,British,German,1.0,0.17708333333333334,2.0,1
13.0,14.0,6,2017,98.0,2.0,55.0,32.40821917808219,British,German,1.0,0.17616580310880828,1.0,0
1.0,1.0,7,2017,104.0,2.0,55.0,32.446575342465756,British,German,2.0,0.17525773195876287,1.0,1
1.0,1.0,8,2017,129.0,2.0,56.0,32.484931506849314,British,German,1.0,0.17435897435897435,4.0,0
8.0,3.0,9,2017,139.0,2.0,56.0,32.52328767123288,British,German,1.0,0.17346938775510204,1.0,0
1.0,1.0,10,2017,151.0,2.0,56.0,32.54246575342466,British,German,1.0,0.17258883248730963,1.0,1
4.0,4.0,11,2017,176.0,2.0,57.0,32.58082191780822,British,German,1.0,0.1717171717171717,1.0,0
1.0,1.0,12,2017,188.0,2.0,57.0,32.657534246575345,British,German,1.0,0.1708542713567839,2.0,1
1.0,1.0,13,2017,213.0,2.0,58.0,32.676712328767124,British,German,1.0,0.17,1.0,1
5.0,5.0,14,2017,238.0,1.0,59.0,32.71506849315068,British,German,1.0,0.1691542288557214,4.0,1
1.0,1.0,15,2017,263.0,1.0,60.0,32.75342465753425,British,German,1.0,0.16831683168316833,1.0,1
1.0,1.0,16,2017,281.0,1.0,60.0,32.772602739726025,British,German,1.0,0.16748768472906403,1.0,1
1.0,1.0,17,2017,306.0,1.0,61.0,32.81095890410959,British,German,1.0,0.16666666666666666,1.0,1
3.0,3.0,18,2017,331.0,1.0,62.0,32.83013698630137,British,German,1.0,0.16585365853658537,2.0,0
20.0,20.0,19,2017,333.0,1.0,62.0,32.868493150684934,British,German,1.0,0.16990291262135923,4.0,0
2.0,2.0,20,2017,345.0,1.0,62.0,32.90684931506849,British,German,1.0,0.16908212560386474,1.0,1
1.0,1.0,1,2018,363.0,1.0,62.0,33.23287671232877,British,German,1.0,0.16826923076923078,1.0,1
9.0,4.0,2,2018,18.0,2.0,62.0,33.271232876712325,British,German,2.0,0.1674641148325359,1.0,1
4.0,4.0,3,2018,33.0,2.0,62.0,33.29041095890411,British,German,2.0,0.16666666666666666,1.0,0
2.0,2.0,4,2018,45.0,2.0,62.0,33.32876712328767,British,German,1.0,0.16587677725118483,2.0,1
1.0,1.0,5,2018,70.0,1.0,63.0,33.367123287671234,British,German,2.0,0.1650943396226415,1.0,1
3.0,3.0,6,2018,95.0,1.0,64.0,33.40547945205479,British,German,1.0,0.1643192488262911,1.0,1
4.0,4.0,7,2018,110.0,1.0,64.0,33.443835616438356,British,German,1.0,0.16355140186915887,1.0,0
1.0,1.0,8,2018,120.0,2.0,64.0,33.48219178082192,British,German,1.0,0.16279069767441862,1.0,1
2.0,2.0,9,2018,145.0,1.0,65.0,33.5013698630137,British,German,1.0,0.16203703703703703,2.0,0
1.0,1.0,10,2018,145.0,2.0,65.0,33.52054794520548,British,German,2.0,0.16589861751152074,1.0,1
14.0,14.0,11,2018,163.0,2.0,65.0,33.558904109589044,British,German,2.0,0.1651376146788991,1.0,1
1.0,1.0,12,2018,188.0,1.0,66.0,33.57808219178082,British,German,1.0,0.1643835616438356,1.0,1
1.0,1.0,13,2018,213.0,1.0,67.0,33.654794520547945,British,German,1.0,0.16363636363636364,2.0,1
3.0,3.0,14,2018,231.0,1.0,67.0,33.673972602739724,British,German,1.0,0.16289592760180996,1.0,1
1.0,1.0,15,2018,256.0,1.0,68.0,33.71232876712329,British,German,1.0,0.16216216216216217,1.0,1
2.0,2.0,16,2018,281.0,1.0,69.0,33.75068493150685,British,German,1.0,0.16143497757847533,1.0,1
1.0,1.0,17,2018,306.0,1.0,70.0,33.76986301369863,British,German,1.0,0.16071428571428573,1.0,1
1.0,1.0,18,2018,331.0,1.0,71.0,33.80821917808219,British,German,1.0,0.16,2.0,1
3.0,3.0,19,2018,346.0,1.0,71.0,33.827397260273976,British,German,1.0,0.1592920353982301,2.0,0
1.0,1.0,20,2018,358.0,1.0,71.0,33.865753424657534,British,German,1.0,0.15859030837004406,1.0,1
1.0,1.0,21,2018,383.0,1.0,72.0,33.9041095890411,British,German,1.0,0.15789473684210525,1.0,1
1.0,1.0,1,2019,408.0,1.0,73.0,34.21095890410959,British,German,1.0,0.1572052401746725,1.0,1
3.0,3.0,2,2019,68.0,1.0,73.0,34.24931506849315,British,German,1.0,0.1565217391304348,2.0,1
2.0,2.0,3,2019,18.0,2.0,74.0,34.28767123287671,British,German,1.0,0.15584415584415584,2.0,1
2.0,2.0,4,2019,43.0,2.0,75.0,34.326027397260276,British,German,1.0,0.15517241379310345,1.0,1
2.0,2.0,5,2019,86.0,2.0,75.0,34.364383561643834,British,German,1.0,0.15450643776824036,2.0,1
1.0,1.0,6,2019,112.0,1.0,76.0,34.4027397260274,British,German,1.0,0.15384615384615385,1.0,1
2.0,2.0,7,2019,137.0,1.0,77.0,34.441095890410956,British,German,1.0,0.15319148936170213,1.0,1
1.0,1.0,8,2019,162.0,1.0,78.0,34.47945205479452,British,German,1.0,0.15254237288135594,1.0,1
4.0,2.0,9,2019,187.0,1.0,79.0,34.4986301369863,British,German,1.0,0.1518987341772152,1.0,0
2.0,2.0,10,2019,197.0,1.0,79.0,34.536986301369865,British,German,1.0,0.15126050420168066,1.0,1
1.0,1.0,11,2019,223.0,1.0,80.0,34.57534246575342,British,German,1.0,0.1506276150627615,6.0,0
3.0,3.0,12,2019,225.0,1.0,80.0,34.59452054794521,British,German,1.0,0.15,2.0,1
3.0,3.0,13,2019,250.0,1.0,81.0,34.67123287671233,British,German,1.0,0.14937759336099585,1.0,1
2.0,2.0,14,2019,268.0,1.0,81.0,34.69041095890411,British,German,1.0,0.1487603305785124,2.0,1
2.0,2.0,15,2019,284.0,1.0,81.0,34.728767123287675,British,German,1.0,0.14814814814814814,1.0,0
2.0,2.0,16,2019,296.0,1.0,81.0,34.74794520547945,British,German,1.0,0.14754098360655737,1.0,1
4.0,4.0,17,2019,322.0,1.0,82.0,34.78630136986301,British,German,1.0,0.1469387755102041,2.0,1
3.0,4.0,18,2019,338.0,1.0,82.0,34.824657534246576,British,German,1.0,0.14634146341463414,1.0,1
5.0,5.0,19,2019,363.0,1.0,83.0,34.843835616438355,British,German,1.0,0.145748987854251,1.0,1
3.0,3.0,20,2019,381.0,1.0,83.0,34.88219178082192,British,German,1.0,0.14516129032258066,3.0,0
1.0,1.0,21,2019,387.0,1.0,83.0,34.92054794520548,British,German,1.0,0.14457831325301204,1.0,1
5.0,2.0,1,2020,88.0,1.0,84.0,35.515068493150686,British,German,1.0,0.144,2.0,0
