grid_position,quali_position,round,year,driver_points_before,driver_position_before,driver_wins_before,driver_age,driver_nationality,constructor_nationality,constructor_position_before,driver_historical_dnf_rate,pit_stops,podium
7.0,7.0,12,1981,3.0,16.0,12.0,41.53150684931507,American,Swiss,11.0,0.7131147540983607,,0
13.0,13.0,13,1981,3.0,16.0,12.0,41.56986301369863,American,Swiss,11.0,0.7154471544715447,,0
16.0,16.0,14,1981,3.0,16.0,12.0,41.608219178082194,American,Swiss,11.0,0.717741935483871,,0
10.0,10.0,15,1981,3.0,16.0,12.0,41.66301369863014,American,Swiss,10.0,0.72,,0
14.0,14.0,3,1982,0.0,0.0,12.0,42.12602739726027,American,British,3.0,0.7222222222222222,,0
1.0,1.0,15,1982,0.0,37.0,12.0,42.56712328767123,American,Italian,1.0,0.7244094488188977,,1
7.0,7.0,16,1982,3.0,4.0,12.0,42.602739726027394,American,Italian,1.0,0.71875,,0
0.0,0.0,4,1976,0.0,40.0,0.0,29.78904109589041,Spanish,British,11.0,0.0,,0
23.0,23.0,5,1977,0.0,41.0,0.0,30.805479452054794,Spanish,British,4.0,1.0,,0
0.0,0.0,7,1977,0.0,29.0,0.0,30.882191780821916,Spanish,British,4.0,1.0,,0
0.0,0.0,8,1977,0.0,31.0,0.0,30.92054794520548,Spanish,British,4.0,1.0,,0
0.0,0.0,10,1977,0.0,33.0,0.0,30.994520547945207,Spanish,British,4.0,1.0,,0
0.0,0.0,11,1977,0.0,35.0,0.0,31.035616438356165,Spanish,British,3.0,1.0,,0
26.0,26.0,12,1977,0.0,37.0,0.0,31.073972602739726,Spanish,British,4.0,1.0,,0
0.0,0.0,14,1977,0.0,37.0,0.0,31.15068493150685,Spanish,British,4.0,1.0,,0
0.0,0.0,7,1978,0.0,39.0,0.0,31.87945205479452,Spanish,British,8.0,1.0,,0
0.0,0.0,5,1982,0.0,0.0,0.0,35.81095890410959,Spanish,British,10.0,1.0,,0
0.0,0.0,6,1982,0.0,35.0,0.0,35.84931506849315,Spanish,British,13.0,1.0,,0
0.0,0.0,7,1982,0.0,35.0,0.0,35.88767123287671,Spanish,British,14.0,1.0,,0
0.0,0.0,8,1982,0.0,35.0,0.0,35.90684931506849,Spanish,British,13.0,1.0,,0
0.0,0.0,9,1982,0.0,36.0,0.0,35.961643835616435,Spanish,British,14.0,1.0,,0
0.0,0.0,10,1978,0.0,25.0,0.0,27.22739726027397,British,British,16.0,0.0,,0
16.0,16.0,10,1979,0.0,28.0,0.0,28.263013698630136,British,British,4.0,1.0,,0
24.0,24.0,3,1980,0.0,34.0,0.0,28.854794520547944,British,British,14.0,1.0,,0
0.0,0.0,4,1980,0.0,21.0,0.0,28.934246575342467,British,British,13.0,1.0,,0
0.0,0.0,5,1980,0.0,23.0,0.0,29.03013698630137,British,British,14.0,1.0,,0
0.0,0.0,6,1980,0.0,25.0,0.0,29.068493150684933,British,British,14.0,1.0,,0
0.0,0.0,7,1980,0.0,25.0,0.0,29.183561643835617,British,British,14.0,1.0,,0
24.0,24.0,11,1980,0.0,27.0,0.0,29.356164383561644,British,British,13.0,1.0,,0
0.0,0.0,12,1980,0.0,27.0,0.0,29.394520547945206,British,British,13.0,1.0,,0
0.0,0.0,14,1980,0.0,28.0,0.0,29.45205479452055,British,British,1.0,1.0,,0
25.0,25.0,8,1982,0.0,0.0,0.0,31.13972602739726,British,Hong Kong,15.0,1.0,,0
24.0,24.0,11,1982,0.0,36.0,0.0,31.254794520547946,British,British,6.0,1.0,,0
0.0,0.0,12,1982,0.0,0.0,0.0,24.273972602739725,Irish,Hong Kong,15.0,0.0,,0
26.0,26.0,13,1982,0.0,38.0,0.0,24.293150684931508,Irish,Hong Kong,17.0,1.0,,0
0.0,0.0,14,1982,0.0,35.0,0.0,24.33150684931507,Irish,Hong Kong,17.0,1.0,,0
0.0,0.0,15,1982,0.0,35.0,0.0,24.36986301369863,Irish,Hong Kong,17.0,1.0,,0
26.0,26.0,16,1982,0.0,36.0,0.0,24.405479452054795,Irish,Hong Kong,17.0,1.0,,0
16.0,16.0,5,1977,0.0,30.0,0.0,22.21095890410959,British,British,19.0,0.0,,0
20.0,20.0,6,1977,0.0,30.0,0.0,22.24931506849315,British,British,15.0,1.0,,0
19.0,19.0,7,1977,0.0,27.0,0.0,22.28767123287671,British,British,14.0,1.0,,0
24.0,24.0,8,1977,0.0,30.0,0.0,22.326027397260273,British,British,13.0,1.0,,0
14.0,14.0,9,1977,0.0,30.0,0.0,22.364383561643837,British,British,13.0,1.0,,0
13.0,13.0,10,1977,0.0,26.0,0.0,22.4,British,British,13.0,1.0,,0
23.0,23.0,11,1977,0.0,27.0,0.0,22.44109589041096,British,British,13.0,1.0,,0
20.0,20.0,12,1977,0.0,30.0,0.0,22.47945205479452,British,British,14.0,1.0,,0
26.0,26.0,13,1977,0.0,21.0,0.0,22.517808219178082,British,British,13.0,1.0,,0
23.0,23.0,14,1977,0.0,21.0,0.0,22.556164383561644,British,British,13.0,1.0,,0
20.0,20.0,15,1977,0.0,22.0,0.0,22.613698630136987,British,British,14.0,1.0,,0
25.0,25.0,16,1977,0.0,21.0,0.0,22.632876712328766,British,British,13.0,1.0,,0
19.0,19.0,1,1978,0.0,24.0,0.0,22.9013698630137,British,British,0.0,1.0,,0
24.0,24.0,2,1978,0.0,24.0,0.0,22.93972602739726,British,British,11.0,1.0,,0
23.0,23.0,3,1978,0.0,25.0,0.0,23.03287671232877,British,British,13.0,1.0,,0
0.0,0.0,4,1978,0.0,25.0,0.0,23.112328767123287,British,British,13.0,1.0,,0
18.0,18.0,5,1978,0.0,27.0,0.0,23.208219178082192,British,British,13.0,1.0,,0
0.0,0.0,6,1978,0.0,26.0,0.0,23.246575342465754,British,British,14.0,1.0,,0
23.0,23.0,7,1978,0.0,28.0,0.0,23.284931506849315,British,British,15.0,1.0,,0
0.0,0.0,8,1978,0.0,26.0,0.0,23.32054794520548,British,British,13.0,1.0,,0
23.0,23.0,9,1978,0.0,27.0,0.0,23.361643835616437,British,British,13.0,1.0,,0
0.0,0.0,10,1978,0.0,27.0,0.0,23.4,British,British,13.0,1.0,,0
0.0,0.0,11,1978,0.0,27.0,0.0,23.438356164383563,British,British,13.0,1.0,,0
0.0,0.0,12,1978,0.0,28.0,0.0,23.476712328767125,British,British,13.0,1.0,,0
0.0,0.0,13,1978,0.0,28.0,0.0,23.515068493150686,British,British,12.0,1.0,,0
18.0,18.0,8,1980,0.0,33.0,0.0,25.394520547945206,British,British,1.0,1.0,,0
0.0,0.0,9,1980,0.0,25.0,0.0,25.471232876712328,British,British,1.0,1.0,,0
20.0,20.0,10,1980,0.0,25.0,0.0,25.49041095890411,British,British,1.0,1.0,,0
0.0,0.0,11,1980,0.0,25.0,0.0,25.528767123287672,British,British,1.0,1.0,,0
21.0,21.0,12,1980,0.0,25.0,0.0,25.567123287671233,British,British,1.0,1.0,,0
0.0,0.0,13,1980,0.0,25.0,0.0,25.605479452054794,British,British,1.0,1.0,,0
15.0,15.0,14,1980,0.0,25.0,0.0,25.624657534246577,British,British,1.0,1.0,,0
0.0,0.0,12,1982,0.0,0.0,0.0,27.465753424657535,British,British,14.0,1.0,,0
24.0,24.0,13,1982,0.0,39.0,0.0,27.484931506849314,British,British,14.0,1.0,,0
22.0,22.0,14,1982,0.0,38.0,0.0,27.523287671232875,British,British,14.0,1.0,,0
0.0,0.0,15,1982,0.0,38.0,0.0,27.561643835616437,British,British,14.0,1.0,,0
25.0,25.0,16,1982,0.0,38.0,0.0,27.5972602739726,British,British,14.0,1.0,,0
0.0,0.0,7,1977,1.0,21.0,0.0,21.345205479452055,Mexican,British,14.0,0.0,,0
0.0,0.0,8,1977,0.0,39.0,0.0,21.383561643835616,Mexican,British,13.0,1.0,,0
0.0,0.0,9,1977,0.0,39.0,0.0,21.421917808219177,Mexican,British,13.0,1.0,,0
24.0,24.0,11,1977,0.0,42.0,0.0,21.4986301369863,Mexican,British,13.0,1.0,,0
0.0,0.0,12,1977,0.0,41.0,0.0,21.53698630136986,Mexican,British,14.0,1.0,,0
0.0,0.0,13,1977,0.0,41.0,0.0,21.575342465753426,Mexican,British,13.0,1.0,,0
0.0,0.0,1,1978,0.0,22.0,0.0,21.958904109589042,Mexican,British,4.0,1.0,,0
22.0,22.0,2,1978,0.0,25.0,0.0,21.997260273972604,Mexican,British,1.0,1.0,,0
21.0,21.0,3,1978,0.0,22.0,0.0,22.09041095890411,Mexican,British,1.0,1.0,,0
0.0,0.0,4,1978,0.0,18.0,0.0,22.16986301369863,Mexican,British,1.0,1.0,,0
0.0,0.0,5,1978,0.0,19.0,0.0,22.265753424657536,Mexican,British,1.0,1.0,,0
0.0,0.0,6,1978,0.0,20.0,0.0,22.304109589041097,Mexican,British,1.0,1.0,,0
20.0,20.0,7,1978,0.0,23.0,0.0,22.34246575342466,Mexican,British,1.0,1.0,,0
21.0,21.0,8,1978,0.0,25.0,0.0,22.378082191780823,Mexican,British,1.0,1.0,,0
0.0,0.0,9,1978,0.0,24.0,0.0,22.41917808219178,Mexican,British,1.0,1.0,,0
21.0,21.0,10,1978,0.0,24.0,0.0,22.457534246575342,Mexican,British,1.0,1.0,,0
18.0,18.0,11,1978,0.0,25.0,0.0,22.495890410958904,Mexican,British,1.0,1.0,,0
18.0,18.0,12,1978,1.0,18.0,0.0,22.534246575342465,Mexican,British,1.0,0.9411764705882353,,0
20.0,20.0,13,1978,1.0,19.0,0.0,22.572602739726026,Mexican,British,1.0,0.9444444444444444,,0
0.0,0.0,14,1978,1.0,19.0,0.0,22.610958904109587,Mexican,British,1.0,0.9473684210526315,,0
23.0,23.0,15,1978,1.0,19.0,0.0,22.66849315068493,Mexican,British,1.0,0.95,,0
0.0,0.0,16,1978,1.0,20.0,0.0,22.687671232876713,Mexican,British,1.0,0.9523809523809523,,0
19.0,19.0,1,1979,1.0,21.0,0.0,22.975342465753425,Mexican,British,5.0,0.9545454545454546,,0
0.0,0.0,2,1979,0.0,13.0,0.0,23.013698630136986,Mexican,British,7.0,0.9565217391304348,,0
23.0,23.0,3,1979,0.0,18.0,0.0,23.087671232876712,Mexican,British,2.0,0.9583333333333334,,0
23.0,23.0,4,1979,0.0,23.0,0.0,23.186301369863013,Mexican,British,2.0,0.96,,0
23.0,23.0,5,1979,0.0,23.0,0.0,23.243835616438357,Mexican,British,3.0,0.9615384615384616,,0
15.0,15.0,6,1979,0.0,25.0,0.0,23.28219178082192,Mexican,British,3.0,0.9629629629629629,,0
23.0,23.0,8,1979,0.0,25.0,0.0,23.416438356164385,Mexican,British,3.0,0.9642857142857143,,0
26.0,26.0,9,1979,0.0,26.0,0.0,23.45205479452055,Mexican,British,3.0,0.9655172413793104,,0
24.0,24.0,10,1979,0.0,24.0,0.0,23.493150684931507,Mexican,British,3.0,0.9666666666666667,,0
0.0,0.0,11,1979,0.0,25.0,0.0,23.53150684931507,Mexican,British,4.0,0.967741935483871,,0
24.0,24.0,12,1979,0.0,26.0,0.0,23.56986301369863,Mexican,British,4.0,0.96875,,0
0.0,0.0,13,1979,0.0,21.0,0.0,23.60821917808219,Mexican,Mexican,0.0,0.9696969696969697,,0
22.0,22.0,14,1979,0.0,21.0,0.0,23.665753424657535,Mexican,Mexican,18.0,0.9705882352941176,,0
0.0,0.0,15,1979,0.0,21.0,0.0,23.684931506849313,Mexican,Mexican,17.0,0.9714285714285714,,0
17.0,17.0,8,1980,11.0,10.0,0.0,24.45205479452055,Mexican,British,3.0,0.9722222222222222,,0
15.0,15.0,9,1980,0.0,22.0,0.0,24.528767123287672,Mexican,British,3.0,0.972972972972973,,0
14.0,14.0,10,1980,0.0,22.0,0.0,24.54794520547945,Mexican,British,3.0,0.9736842105263158,,0
13.0,13.0,11,1980,0.0,22.0,0.0,24.586301369863012,Mexican,British,3.0,0.9743589743589743,,0
9.0,9.0,12,1980,0.0,23.0,0.0,24.624657534246577,Mexican,British,3.0,0.975,,0
10.0,10.0,13,1980,0.0,23.0,0.0,24.663013698630138,Mexican,British,3.0,0.975609756097561,,0
8.0,8.0,14,1980,1.0,20.0,0.0,24.682191780821917,Mexican,British,3.0,0.9761904761904762,,0
15.0,15.0,1,1981,0.0,0.0,0.0,25.123287671232877,Mexican,British,5.0,0.9767441860465116,,0
11.0,11.0,2,1981,0.0,12.0,0.0,25.161643835616438,Mexican,British,5.0,0.9772727272727273,,0
6.0,6.0,3,1981,0.0,19.0,0.0,25.2,Mexican,British,2.0,0.9777777777777777,,0
13.0,13.0,4,1981,0.0,24.0,0.0,25.257534246575343,Mexican,British,2.0,0.9782608695652174,,0
21.0,21.0,5,1981,3.0,8.0,0.0,25.295890410958904,Mexican,British,2.0,0.9574468085106383,,0
0.0,0.0,6,1981,3.0,12.0,0.0,25.334246575342465,Mexican,British,2.0,0.9583333333333334,,0
18.0,18.0,7,1981,3.0,14.0,0.0,25.39178082191781,Mexican,British,2.0,0.9591836734693877,,0
15.0,15.0,8,1981,3.0,15.0,0.0,25.43013698630137,Mexican,British,3.0,0.96,,0
13.0,13.0,9,1981,3.0,16.0,0.0,25.465753424657535,Mexican,British,2.0,0.9607843137254902,,0
16.0,16.0,10,1981,5.0,14.0,0.0,25.506849315068493,Mexican,British,2.0,0.9615384615384616,,0
15.0,15.0,11,1981,8.0,10.0,0.0,25.545205479452054,Mexican,British,2.0,0.9433962264150944,,0
15.0,15.0,12,1981,8.0,11.0,0.0,25.583561643835615,Mexican,British,2.0,0.9444444444444444,,0
14.0,14.0,13,1981,11.0,9.0,0.0,25.621917808219177,Mexican,British,2.0,0.9454545454545454,,0
6.0,6.0,14,1981,11.0,10.0,0.0,25.660273972602738,Mexican,British,2.0,0.9464285714285714,,0
16.0,16.0,15,1981,11.0,10.0,0.0,25.715068493150685,Mexican,British,2.0,0.9473684210526315,,0
0.0,0.0,15,1978,0.0,34.0,0.0,21.75890410958904,Italian,British,12.0,0.0,,0
0.0,0.0,16,1978,0.0,41.0,0.0,21.778082191780822,Italian,British,13.0,1.0,,0
24.0,24.0,1,1981,0.0,0.0,0.0,24.213698630136985,Italian,Italian,12.0,1.0,,0
0.0,0.0,2,1981,0.0,18.0,0.0,24.252054794520546,Italian,Italian,13.0,1.0,,0
0.0,0.0,3,1981,0.0,24.0,0.0,24.29041095890411,Italian,Italian,15.0,1.0,,0
20.0,20.0,4,1981,0.0,26.0,0.0,24.34794520547945,Italian,Italian,15.0,1.0,,0
22.0,22.0,5,1981,0.0,30.0,0.0,24.386301369863013,Italian,Italian,16.0,1.0,,0
0.0,0.0,6,1981,0.0,31.0,0.0,24.424657534246574,Italian,Italian,15.0,1.0,,0
0.0,0.0,7,1981,0.0,31.0,0.0,24.482191780821918,Italian,Italian,15.0,1.0,,0
0.0,0.0,8,1981,0.0,32.0,0.0,24.52054794520548,Italian,Italian,15.0,1.0,,0
0.0,0.0,9,1981,0.0,32.0,0.0,24.556164383561644,Italian,Italian,15.0,1.0,,0
0.0,0.0,10,1981,0.0,32.0,0.0,24.5972602739726,Italian,Italian,16.0,1.0,,0
0.0,0.0,11,1981,0.0,32.0,0.0,24.635616438356163,Italian,Italian,16.0,1.0,,0
0.0,0.0,12,1981,0.0,32.0,0.0,24.673972602739727,Italian,Italian,16.0,1.0,,0
0.0,0.0,13,1981,0.0,32.0,0.0,24.71232876712329,Italian,Italian,16.0,1.0,,0
0.0,0.0,14,1981,0.0,33.0,0.0,24.75068493150685,Italian,Italian,16.0,1.0,,0
0.0,0.0,15,1981,0.0,33.0,0.0,24.805479452054794,Italian,Italian,16.0,1.0,,0
0.0,0.0,13,1980,0.0,36.0,0.0,24.512328767123286,American,British,1.0,0.0,,0
0.0,0.0,1,1981,0.0,0.0,0.0,24.972602739726028,American,British,7.0,1.0,,0
0.0,0.0,1,1981,0.0,0.0,0.0,27.556164383561644,Argentine,Italian,12.0,0.0,,0
0.0,0.0,2,1981,0.0,27.0,0.0,27.594520547945205,Argentine,Italian,13.0,1.0,,0
0.0,0.0,3,1981,0.0,29.0,0.0,27.632876712328766,Argentine,Italian,15.0,1.0,,0
22.0,22.0,4,1981,0.0,27.0,0.0,27.69041095890411,Argentine,Italian,15.0,1.0,,0
0.0,0.0,1,1981,0.0,0.0,0.0,28.446575342465753,Italian,British,10.0,0.0,,0
21.0,21.0,2,1981,0.0,28.0,0.0,28.484931506849314,Italian,British,12.0,1.0,,0
19.0,19.0,3,1981,0.0,25.0,0.0,28.523287671232875,Italian,British,3.0,1.0,,0
0.0,0.0,4,1981,0.0,17.0,0.0,28.58082191780822,Italian,British,4.0,1.0,,0
13.0,13.0,5,1981,0.0,21.0,0.0,28.61917808219178,Italian,British,3.0,1.0,,0
14.0,14.0,6,1981,0.0,23.0,0.0,28.65753424657534,Italian,British,3.0,1.0,,0
23.0,23.0,7,1981,0.0,23.0,0.0,28.715068493150685,Italian,British,5.0,1.0,,0
0.0,0.0,8,1981,0.0,23.0,0.0,28.753424657534246,Italian,British,6.0,1.0,,0
18.0,18.0,9,1981,0.0,23.0,0.0,28.78904109589041,Italian,British,8.0,1.0,,0
26.0,26.0,10,1981,0.0,25.0,0.0,28.83013698630137,Italian,British,8.0,1.0,,0
24.0,24.0,11,1981,0.0,25.0,0.0,28.86849315068493,Italian,British,8.0,1.0,,0
21.0,21.0,12,1981,0.0,25.0,0.0,28.90684931506849,Italian,British,8.0,1.0,,0
0.0,0.0,13,1981,0.0,22.0,0.0,28.945205479452056,Italian,British,8.0,1.0,,0
17.0,17.0,14,1979,0.0,23.0,0.0,30.484931506849314,Argentine,British,0.0,0.0,,0
9.0,9.0,15,1979,0.0,24.0,0.0,30.504109589041096,Argentine,British,12.0,1.0,,0
16.0,16.0,1,1980,0.0,30.0,0.0,30.77260273972603,Argentine,British,2.0,1.0,,0
18.0,18.0,2,1980,0.0,7.0,0.0,30.81095890410959,Argentine,British,2.0,1.0,,0
17.0,17.0,3,1980,0.0,11.0,0.0,30.904109589041095,Argentine,British,3.0,1.0,,0
18.0,18.0,4,1980,0.0,14.0,0.0,30.983561643835618,Argentine,British,4.0,1.0,,0
22.0,22.0,5,1980,0.0,17.0,0.0,31.07945205479452,Argentine,British,2.0,1.0,,0
0.0,0.0,6,1980,0.0,19.0,0.0,31.117808219178084,Argentine,British,4.0,1.0,,0
22.0,22.0,7,1980,0.0,19.0,0.0,31.232876712328768,Argentine,British,3.0,1.0,,0
24.0,24.0,2,1981,0.0,0.0,0.0,31.980821917808218,Argentine,British,4.0,1.0,,0
24.0,24.0,3,1981,0.0,17.0,0.0,32.01917808219178,Argentine,British,7.0,1.0,,0
0.0,0.0,2,1981,0.0,0.0,0.0,31.660273972602738,Colombian,British,8.0,0.0,,0
0.0,0.0,9,1974,0.0,35.0,0.0,31.786301369863015,French,British,12.0,0.0,,0
0.0,0.0,12,1974,0.0,48.0,0.0,31.9013698630137,French,British,10.0,1.0,,0
21.0,21.0,9,1975,0.0,45.0,0.0,32.78356164383562,French,British,4.0,1.0,,0
21.0,21.0,10,1977,3.0,17.0,0.0,34.81369863013698,French,French,12.0,0.6666666666666666,,0
10.0,10.0,13,1977,0.0,42.0,0.0,34.93150684931507,French,French,17.0,0.75,,0
20.0,20.0,14,1977,0.0,41.0,0.0,34.96986301369863,French,French,17.0,0.8,,0
14.0,14.0,15,1977,0.0,41.0,0.0,35.02739726027397,French,French,17.0,0.8333333333333334,,0
0.0,0.0,16,1977,0.0,42.0,0.0,35.04657534246575,French,French,17.0,0.8571428571428571,,0
6.0,6.0,3,1978,9.0,13.0,0.0,35.446575342465756,French,French,6.0,0.875,,0
13.0,13.0,4,1978,0.0,28.0,0.0,35.52602739726027,French,French,16.0,0.8888888888888888,,0
12.0,12.0,5,1978,0.0,24.0,0.0,35.62191780821918,French,French,14.0,0.9,,0
20.0,20.0,6,1978,0.0,21.0,0.0,35.66027397260274,French,French,13.0,0.9090909090909091,,0
11.0,11.0,7,1978,0.0,24.0,0.0,35.6986301369863,French,French,14.0,0.9166666666666666,,0
10.0,10.0,8,1978,0.0,24.0,0.0,35.73424657534247,French,French,15.0,0.9230769230769231,,0
11.0,11.0,9,1978,0.0,25.0,0.0,35.775342465753425,French,French,15.0,0.9285714285714286,,0
12.0,12.0,10,1978,0.0,25.0,0.0,35.81369863013698,French,French,15.0,0.9333333333333333,,0
9.0,9.0,11,1978,0.0,26.0,0.0,35.85205479452055,French,French,15.0,0.9375,,0
3.0,3.0,12,1978,0.0,26.0,0.0,35.89041095890411,French,French,15.0,0.9411764705882353,,0
9.0,9.0,13,1978,0.0,26.0,0.0,35.92876712328767,French,French,15.0,0.9444444444444444,,0
3.0,3.0,14,1978,0.0,26.0,0.0,35.967123287671235,French,French,15.0,0.9473684210526315,,0
9.0,9.0,15,1978,0.0,27.0,0.0,36.02465753424657,French,French,16.0,0.95,,0
22.0,22.0,16,1978,3.0,17.0,0.0,36.04383561643836,French,French,12.0,0.9047619047619048,,0
12.0,12.0,1,1979,9.0,8.0,0.0,36.33150684931507,French,French,8.0,0.9090909090909091,,0
7.0,7.0,2,1979,0.0,17.0,0.0,36.36986301369863,French,French,4.0,0.9130434782608695,,0
1.0,1.0,3,1979,0.0,15.0,0.0,36.443835616438356,French,French,10.0,0.9166666666666666,,0
0.0,0.0,4,1979,0.0,19.0,0.0,36.54246575342466,French,French,12.0,0.92,,0
9.0,9.0,5,1979,0.0,19.0,0.0,36.6,French,French,12.0,0.9230769230769231,,0
17.0,17.0,6,1979,0.0,21.0,0.0,36.63835616438356,French,French,12.0,0.9259259259259259,,0
20.0,20.0,7,1979,0.0,23.0,0.0,36.676712328767124,French,French,13.0,0.9285714285714286,,0
1.0,1.0,8,1979,0.0,23.0,0.0,36.772602739726025,French,French,12.0,0.9310344827586207,,1
2.0,2.0,9,1979,9.0,7.0,1.0,36.80821917808219,French,French,6.0,0.9,,0
1.0,1.0,10,1979,9.0,11.0,1.0,36.84931506849315,French,French,6.0,0.9032258064516129,,0
3.0,3.0,11,1979,9.0,12.0,1.0,36.88767123287671,French,French,13.0,0.90625,,0
4.0,4.0,12,1979,9.0,12.0,1.0,36.92602739726028,French,French,6.0,0.9090909090909091,,0
1.0,1.0,13,1979,9.0,12.0,1.0,36.964383561643835,French,French,6.0,0.9117647058823529,,0
7.0,7.0,14,1979,9.0,12.0,1.0,37.02191780821918,French,French,6.0,0.9142857142857143,,0
8.0,8.0,15,1979,9.0,13.0,1.0,37.04109589041096,French,French,6.0,0.9166666666666666,,0
9.0,9.0,1,1980,0.0,32.0,1.0,37.30958904109589,French,French,3.0,0.918918918918919,,0
1.0,1.0,2,1980,0.0,21.0,1.0,37.347945205479455,French,French,13.0,0.9210526315789473,,0
1.0,1.0,3,1980,0.0,23.0,1.0,37.441095890410956,French,French,2.0,0.9230769230769231,,0
11.0,11.0,4,1980,0.0,25.0,1.0,37.52054794520548,French,French,1.0,0.925,,0
5.0,5.0,5,1980,0.0,21.0,1.0,37.61643835616438,French,French,1.0,0.926829268292683,,0
16.0,16.0,6,1980,0.0,22.0,1.0,37.654794520547945,French,French,3.0,0.9285714285714286,,0
6.0,6.0,7,1980,0.0,23.0,1.0,37.76986301369863,French,French,4.0,0.9302325581395349,,0
13.0,13.0,8,1980,0.0,23.0,1.0,37.80821917808219,French,French,4.0,0.9318181818181818,,0
2.0,2.0,9,1980,0.0,24.0,1.0,37.88493150684931,French,French,4.0,0.9333333333333333,,0
2.0,2.0,10,1980,0.0,24.0,1.0,37.9041095890411,French,French,4.0,0.9347826086956522,,1
2.0,2.0,11,1980,9.0,7.0,2.0,37.942465753424656,French,French,4.0,0.9148936170212766,,0
2.0,2.0,12,1980,9.0,7.0,2.0,37.98082191780822,French,French,4.0,0.9166666666666666,,0
13.0,13.0,13,1980,9.0,8.0,2.0,38.01917808219178,French,French,4.0,0.9183673469387755,,0
0.0,0.0,3,1981,0.0,0.0,2.0,38.556164383561644,French,French,8.0,0.92,,0
18.0,18.0,4,1981,0.0,31.0,2.0,38.61369863013699,French,French,9.0,0.9215686274509803,,0
16.0,16.0,5,1981,0.0,27.0,2.0,38.652054794520545,French,French,10.0,0.9230769230769231,,0
0.0,0.0,6,1981,0.0,29.0,2.0,38.69041095890411,French,French,5.0,0.9245283018867925,,0
19.0,19.0,7,1981,0.0,29.0,2.0,38.74794520547945,French,French,4.0,0.9259259259259259,,0
0.0,0.0,14,1977,0.0,38.0,0.0,29.863013698630137,Italian,British,5.0,0.0,,0
0.0,0.0,7,1981,0.0,0.0,0.0,33.64109589041096,Italian,Italian,15.0,1.0,,0
16.0,16.0,6,1972,14.0,9.0,0.0,27.915068493150685,French,British,4.0,0.0,,0
11.0,11.0,12,1972,0.0,34.0,0.0,28.183561643835617,French,British,3.0,1.0,,0
15.0,15.0,1,1974,12.0,9.0,0.0,29.44931506849315,French,British,5.0,1.0,,0
16.0,16.0,2,1974,1.0,6.0,0.0,29.487671232876714,French,British,4.0,0.6666666666666666,,0
15.0,15.0,3,1974,1.0,9.0,0.0,29.65753424657534,French,British,6.0,0.75,,0
16.0,16.0,4,1974,4.0,9.0,0.0,29.736986301369864,French,British,6.0,0.6,,0
28.0,28.0,5,1974,4.0,10.0,0.0,29.775342465753425,French,British,5.0,0.6666666666666666,,0
4.0,4.0,6,1974,4.0,11.0,0.0,29.813698630136987,French,British,4.0,0.7142857142857143,,0
1.0,1.0,7,1974,4.0,13.0,0.0,29.852054794520548,French,British,3.0,0.75,,1
8.0,8.0,8,1974,10.0,7.0,0.0,29.89041095890411,French,British,3.0,0.6666666666666666,,0
9.0,9.0,9,1974,11.0,7.0,0.0,29.92876712328767,French,British,3.0,0.6,,0
10.0,10.0,10,1974,11.0,8.0,0.0,29.964383561643835,French,British,3.0,0.6363636363636364,,0
5.0,5.0,11,1974,11.0,8.0,0.0,30.005479452054793,French,British,3.0,0.6666666666666666,,0
14.0,14.0,12,1974,11.0,10.0,0.0,30.043835616438358,French,British,3.0,0.6923076923076923,,0
10.0,10.0,13,1974,11.0,10.0,0.0,30.101369863013698,French,British,3.0,0.7142857142857143,,0
7.0,7.0,14,1974,11.0,10.0,0.0,30.13972602739726,French,British,3.0,0.7333333333333333,,0
13.0,13.0,15,1974,13.0,8.0,0.0,30.17808219178082,French,British,3.0,0.6875,,0
8.0,8.0,1,1975,39.0,4.0,0.0,30.446575342465753,French,British,3.0,0.6470588235294118,,0
9.0,9.0,2,1975,2.0,5.0,0.0,30.484931506849314,French,British,5.0,0.6111111111111112,,0
5.0,5.0,3,1975,2.0,8.0,0.0,30.578082191780823,French,British,5.0,0.631578947368421,,1
7.0,7.0,4,1975,6.0,6.0,0.0,30.734246575342464,French,British,3.0,0.6,,0
12.0,12.0,5,1975,6.0,7.0,0.0,30.77260273972603,French,British,3.0,0.6190476190476191,,0
12.0,12.0,6,1975,8.0,7.0,0.0,30.81095890410959,French,British,4.0,0.5909090909090909,,0
2.0,2.0,7,1975,11.0,6.0,0.0,30.84931506849315,French,British,4.0,0.5652173913043478,,0
13.0,13.0,8,1975,11.0,7.0,0.0,30.887671232876713,French,British,4.0,0.5833333333333334,,0
13.0,13.0,9,1975,11.0,8.0,0.0,30.926027397260274,French,British,4.0,0.6,,0
17.0,17.0,10,1975,12.0,9.0,0.0,30.96164383561644,French,British,5.0,0.5769230769230769,,0
4.0,4.0,11,1975,12.0,9.0,0.0,31.002739726027396,French,British,5.0,0.5925925925925926,,0
7.0,7.0,12,1975,12.0,9.0,0.0,31.041095890410958,French,British,5.0,0.6071428571428571,,0
12.0,12.0,13,1975,12.0,9.0,0.0,31.0986301369863,French,British,5.0,0.6206896551724138,,0
8.0,8.0,14,1975,12.0,9.0,0.0,31.175342465753424,French,British,5.0,0.6333333333333333,,0
9.0,9.0,1,1976,20.0,9.0,0.0,31.482191780821918,French,British,6.0,0.6451612903225806,,1
